Cod_setor,Cod_Grandes Regiões,Nome_Grande_Regiao,Cod_UF,Nome_da_UF ,Cod_meso,Nome_da_meso,Cod_micro,Nome_da_micro,Cod_RM,Nome_da_RM,Cod_municipio,Nome_do_municipio,Cod_distrito,Nome_do_distrito,Cod_subdistrito,Nome_do_subdistrito,Cod_bairro,Nome_do_bairro,Situacao_setor,Tipo_setor,V001,V002,V003,V004,V005,V006,V007,V008,V009,V010,V011,V012
240810205070103,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020507,R.A. SUL,2408102023,Pitimbú,1,0,285,947,332,"2,27",248114,519108143,252545,517181789,128089,316428609,175619,350426941
240810205070104,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020507,R.A. SUL,2408102023,Pitimbú,1,0,651,1943,298,"1,7",267716,756818281,281102,757031779,15784,476361315,216761,526506563
240810205070105,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020507,R.A. SUL,2408102023,Pitimbú,1,0,271,969,358,"1,87",224896,582599933,233513,584809143,119314,368612546,176102,44417599
240810205070106,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020507,R.A. SUL,2408102023,Pitimbú,1,0,294,1085,369,"2,53",219237,37286192,22616,368965178,106882,236396931,165909,269069566
240810205070107,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020507,R.A. SUL,2408102023,Pitimbú,1,0,306,1102,36,"2,18",161946,348689814,175729,354164794,90689,214183807,141781,26248716
240810205070108,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020507,R.A. SUL,2408102023,Pitimbú,1,0,303,1039,343,"2,68",191105,238765445,200363,231758699,100679,161335949,146247,167725242
240810205070109,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020507,R.A. SUL,2408102023,Pitimbú,1,0,185,679,367,"1,91",175616,297691564,184596,296329325,91589,175135736,144711,199903352
240810205070110,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020507,R.A. SUL,2408102023,Pitimbú,1,0,138,513,372,"1,96",188797,331770076,192993,331040352,93668,189938306,139881,21910189
240810205070111,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020507,R.A. SUL,2408102023,Pitimbú,1,0,318,1152,362,"2,28",174964,346559708,207607,343436313,93087,201203376,15394,239116469
240810205070112,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020507,R.A. SUL,2408102023,Pitimbú,1,0,174,644,37,"1,61",35509,104507431,363445,1039264127,161782,575466849,235034,66407594
240810205070113,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020507,R.A. SUL,2408102023,Pitimbú,1,0,252,959,381,"2,13",371933,35701323755,384128,368296406,196451,20547185261,279467,29011677219
240810205070114,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020507,R.A. SUL,2408102023,Pitimbú,1,0,251,940,375,"2,89",250559,482964672,263139,474072953,126921,3388572,187177,387025123
240810205070115,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020507,R.A. SUL,2408102023,Pitimbú,1,0,311,1110,357,"2,47",215708,307875277,225118,300096173,116976,213342412,169949,219938201
240810205070116,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020507,R.A. SUL,2408102019,Candelária,1,0,205,828,404,"2,49",701829,349019907,72299,3442200403,303542,2052851269,441147,2377051047
240810205070117,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020507,R.A. SUL,2408102019,Candelária,1,0,285,962,338,"2,74",203913,620271058,314136,609241998,12009,373671603,214343,465107628
240810205070118,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020507,R.A. SUL,2408102019,Candelária,1,0,127,447,352,"3,08",263901,449793471,279295,432895339,134039,420694834,209562,499757648
240810205070119,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020507,R.A. SUL,2408102019,Candelária,1,0,329,1134,345,"2,94",301497,1921681909,314897,1965031778,15769,853908573,223166,1062626979
240810205070120,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020507,R.A. SUL,2408102019,Candelária,1,0,294,996,339,"2,07",345418,1195872339,35508,1195012251,186841,764177237,258321,872040124
240810205070121,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020507,R.A. SUL,2408102019,Candelária,1,0,299,1003,335,"2,25",473085,1670280454,486091,1652919307,258399,1421320635,369439,1622196198
240810205070122,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020507,R.A. SUL,2408102019,Candelária,1,0,288,1030,358,"1,88",738597,3533075654,746372,3512164316,334046,2335196738,479669,2655156217
240810205070123,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020507,R.A. SUL,2408102019,Candelária,1,0,349,1187,34,"2,63",372274,1547923421,382128,1551251553,183431,818293752,243475,940106284
240810205070124,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020507,R.A. SUL,2408102019,Candelária,1,0,328,1126,343,"2,64",327626,879120592,338995,871061572,158641,504807359,2243,566549037
240810205070125,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020507,R.A. SUL,2408102019,Candelária,1,0,166,644,388,"2,89",323168,797968725,323168,797968725,157396,437562891,220207,473948945
240810205070126,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020507,R.A. SUL,2408102019,Candelária,1,0,257,840,327,"1,9",318042,824557725,330918,81529355,171481,617195149,242956,700943168
240810205070127,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020507,R.A. SUL,2408102019,Candelária,1,0,572,1631,285,"1,58",275407,901370626,33305,89804177,188251,688075104,275404,766681203
240810205070128,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020507,R.A. SUL,2408102019,Candelária,1,0,34,135,397,"2,21",596359,10530960504,633631,1096658919,228279,3506723461,386552,5350831382
240810205070129,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020507,R.A. SUL,2408102019,Candelária,1,0,352,862,245,"1,46",185184,388261169,195164,389712492,118777,246764381,15323,265580001
240810205070130,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020507,R.A. SUL,2408102017,Lagoa Nova,1,0,163,527,323,"1,66",691356,198585371,713235,1892059408,351907,1974609602,523901,2038824585
240810205070131,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020507,R.A. SUL,2408102017,Lagoa Nova,1,0,316,953,302,"2,2",452339,2412993976,4912,2429468426,249889,1423999903,35538,1650613029
240810205070132,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020507,R.A. SUL,2408102025,Capim Macio,1,0,150,458,305,"2,25",324286,645750681,357668,59243476,183517,48996158,275276,482325914
240810205070133,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020507,R.A. SUL,2408102025,Capim Macio,1,0,293,941,321,"1,96",530756,253730089,553422,2520157104,291252,1824445006,414813,208634498
240810205070134,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020507,R.A. SUL,2408102025,Capim Macio,1,0,338,1077,319,2,587252,2553204543,626156,2478514416,295217,1660062325,428568,1838675083
240810205070135,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020507,R.A. SUL,2408102026,Ponta Negra,1,0,186,710,382,"3,74",113552,390644229,140805,44639772,59386,190201635,119791,311727889
240810205070136,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020507,R.A. SUL,2408102026,Ponta Negra,1,0,322,1021,317,"3,05",93285,123459304,101137,12591819,60382,84419329,85015,97939332
240810205070137,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020507,R.A. SUL,2408102026,Ponta Negra,1,0,274,966,353,"3,61",96418,261514081,11147,28566389,5253,119265914,90931,171647108
240810205070138,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020507,R.A. SUL,2408102026,Ponta Negra,1,0,97,317,327,"3,55",147952,393197373,157707,403855242,86265,240399574,124968,300211658
240810205070139,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020507,R.A. SUL,2408102026,Ponta Negra,1,0,111,327,295,"2,22",424723,2549845972,444757,2581315711,253846,1725907082,325443,1980781439
240810205070140,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020507,R.A. SUL,2408102024,Neópolis,1,0,344,1302,378,"2,86",299377,1793648919,319831,1850954962,133325,813201945,22575,116882551
240810205070141,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020507,R.A. SUL,2408102023,Pitimbú,1,0,417,1349,324,"2,54",298581,10775037,323398,1086828404,179065,763545578,256884,8956171
240810205070142,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020507,R.A. SUL,2408102019,Candelária,1,0,437,1520,348,"2,05",363529,2393593291,479946,2602012253,176503,1193068604,340716,1744380791
240810205070143,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020507,R.A. SUL,2408102019,Candelária,1,0,364,1128,31,"2,12",787231,7525877984,81872,7569228331,404256,4349099848,567066,5178550426
240810205070144,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020507,R.A. SUL,2408102017,Lagoa Nova,1,0,134,415,31,"2,43",717526,3695987949,75116,3615966734,370555,2641050411,528147,2933056624
240810205070145,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020507,R.A. SUL,2408102017,Lagoa Nova,1,0,131,467,356,"2,56",539843,218515242,561265,2151360564,27121,1589206419,394573,1826140741
240810205070146,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020507,R.A. SUL,2408102017,Lagoa Nova,1,0,158,587,372,"3,21",367061,1838505686,384077,1858512171,181157,870103727,251117,1030855963
240810205070147,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020507,R.A. SUL,2408102017,Lagoa Nova,1,0,517,1533,297,"1,72",477696,1970517282,510266,1938610499,290126,1451660801,393822,1562238971
240810205070148,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020507,R.A. SUL,2408102017,Lagoa Nova,1,0,223,708,317,"2,06",489955,4237783657,503502,4286974009,270067,2286849712,3775,279211473
240810205070149,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020507,R.A. SUL,2408102017,Lagoa Nova,1,0,187,463,248,"1,78",599495,2897892215,644284,2825410917,356157,222919166,494402,2411584376
240810205070150,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020507,R.A. SUL,2408102017,Lagoa Nova,1,0,287,881,307,"2,15",35283,2634836387,395556,2785483672,19078,1413097993,282023,1832361159
240810205070151,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020507,R.A. SUL,2408102017,Lagoa Nova,1,0,129,386,299,"2,38",629598,2737748463,644588,2706054947,380026,9669890985,497386,12081309528
240810205070152,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020507,R.A. SUL,2408102017,Lagoa Nova,1,1,338,1171,346,"4,48",84085,50650854,90224,48803947,52083,38309937,79223,36769638
240810205070153,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020507,R.A. SUL,2408102017,Lagoa Nova,1,0,146,578,396,"3,94",226312,611709819,229456,613002457,111919,30106712,161163,354315203
240810205070154,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020507,R.A. SUL,2408102017,Lagoa Nova,1,0,298,1232,413,"2,47",366247,928327142,387027,900475482,179404,581762997,265452,632446649
240810205070155,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020507,R.A. SUL,2408102018,Nova Descoberta,1,0,236,724,307,"1,77",313653,1733209041,320442,1749038084,192843,102424893,259093,1204869498
240810205070156,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020507,R.A. SUL,2408102018,Nova Descoberta,1,0,201,648,322,"2,88",120219,229888311,127179,234369438,72269,128738329,103317,15202694
240810205070157,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020507,R.A. SUL,2408102025,Capim Macio,1,0,130,415,319,"2,95",365285,1527187943,386073,1533896585,191738,949066767,292246,1153655383
240810205070158,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020507,R.A. SUL,2408102025,Capim Macio,1,0,85,325,382,"1,84",856181,3967120223,866374,3925546617,389594,2665891756,533129,2883792986
240810205070159,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020507,R.A. SUL,2408102025,Capim Macio,1,0,160,482,301,"3,02",477492,2430366175,509325,2430257603,2572,1383036308,347377,1555212748
240810205070160,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020507,R.A. SUL,2408102025,Capim Macio,1,0,257,792,308,"2,33",284074,1761104281,40786,2025112107,155547,861527613,289479,1216513168
240810205070161,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020507,R.A. SUL,2408102025,Capim Macio,1,0,270,878,325,"2,17",431826,2142804057,448434,2150771256,233653,1679936594,33548,2071158697
240810205070162,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020507,R.A. SUL,2408102025,Capim Macio,1,0,235,619,263,"1,9",491105,2029394897,539297,1968355007,283554,1518968202,423906,1676253553
240810205070163,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020507,R.A. SUL,2408102025,Capim Macio,1,0,85,332,391,"2,37",544673,2367230875,586041,2303786783,253057,1371103758,37123,1573646166
240810205070164,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020507,R.A. SUL,2408102026,Ponta Negra,1,0,264,869,329,"1,66",3953,1933650337,419114,1950397865,201367,1030828114,28171,1216095326
240810205070165,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020507,R.A. SUL,2408102026,Ponta Negra,1,0,203,569,28,"2,32",129909,390371412,144107,41269715,81964,22874113,122819,292778156
240810205070166,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020507,R.A. SUL,2408102026,Ponta Negra,1,0,290,799,276,"1,76",388391,1744250115,397998,1749176477,223855,1115756598,310593,1279001956
240810205070167,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020507,R.A. SUL,2408102026,Ponta Negra,1,0,120,374,312,"2,66",257205,681033178,270742,680219246,148624,60726501,214409,735532586
240810205070168,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020507,R.A. SUL,2408102026,Ponta Negra,1,0,178,459,258,"1,68",174787,184763504,179838,180996954,107536,146602862,146607,142573873
240810205070169,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020507,R.A. SUL,2408102024,Neópolis,1,0,188,658,35,"2,86",290521,771115209,298459,768478623,137702,400439002,199228,456914007
240810205070170,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020507,R.A. SUL,2408102024,Neópolis,1,0,84,254,302,"2,36",201061,372534774,208507,370783834,114273,238909806,167177,261210174
240810205070171,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020507,R.A. SUL,2408102024,Neópolis,1,0,54,197,365,"5,33",126933,85824136,131815,82628311,74421,77384667,107634,76161703
240810205070172,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020507,R.A. SUL,2408102024,Neópolis,1,0,205,573,28,"1,72",216864,517275758,222286,518160597,130321,329146748,170721,362294464
240810205070173,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020507,R.A. SUL,2408102024,Neópolis,1,0,177,552,312,"2,48",227546,714894261,244095,726562411,122394,369009361,174848,435623686
240810205070174,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020507,R.A. SUL,2408102024,Neópolis,1,0,106,391,369,"2,27",20002,240171368,203866,236916966,104751,159488333,144851,162468722
240810205070175,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020507,R.A. SUL,2408102024,Neópolis,1,0,131,433,331,"2,6",124274,219608529,132357,223223167,69647,11012861,104333,128860598
240810205070176,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020507,R.A. SUL,2408102023,Pitimbú,1,0,320,871,272,"2,9",270638,59556728,287722,583969753,168298,425903102,226322,441447356
240810205070177,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020507,R.A. SUL,2408102023,Pitimbú,1,0,166,564,34,"1,54",159061,306236766,165026,307887469,89244,184939484,12645,215075685
240810205070178,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020507,R.A. SUL,2408102023,Pitimbú,1,0,225,760,338,"2,08",221459,33845281,227526,333899875,109707,206383146,14964,221780165
240810205070179,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020507,R.A. SUL,2408102023,Pitimbú,1,0,166,545,328,"1,79",285705,80634865,296419,80481893,143871,48074766,212343,564388337
240810205070180,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020507,R.A. SUL,2408102019,Candelária,1,0,427,1568,367,"2,71",550055,3933295323,577085,397068492,261924,2105681747,400014,2664042819
240810205070181,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020507,R.A. SUL,2408102019,Candelária,1,0,212,729,344,"2,36",317044,11681808,324702,1171548112,155711,588987662,220243,69116701
240810205070182,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020507,R.A. SUL,2408102019,Candelária,1,0,441,1067,242,"1,53",335028,1029516208,428253,916422382,231427,82957024,352565,836721527
240810205070183,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020507,R.A. SUL,2408102019,Candelária,1,0,380,1199,316,"2,04",314156,4868793653,322646,497327015,155439,2047036131,226191,2819822618
240810205070184,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020507,R.A. SUL,2408102025,Capim Macio,1,0,376,1154,307,"2,26",57501,173728919,592339,1686860905,298861,1397236083,421543,1453718289
240810205070185,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020507,R.A. SUL,2408102026,Ponta Negra,1,0,271,767,283,"2,62",291642,1091704767,297124,1095953142,161819,728380186,237595,889774599
240810205070186,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020507,R.A. SUL,2408102026,Ponta Negra,1,0,172,548,319,"2,87",380663,1445658622,399232,1442023386,188735,869430338,292658,1044580796
240810205070187,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020507,R.A. SUL,2408102019,Candelária,1,0,251,835,333,"2,05",812494,7607929701,829008,7625731501,430957,4608983942,593763,5384910982
240810205070188,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020507,R.A. SUL,2408102019,Candelária,1,0,474,1469,31,"2,47",52766,305288291,567144,3057404675,305415,202663278,43283,2320928911
240810205070189,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020507,R.A. SUL,2408102026,Ponta Negra,1,0,205,644,314,"1,95",590439,1734137769,64383,154620281,341821,1769793691,520162,1765488349
240810205070190,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020507,R.A. SUL,2408102026,Ponta Negra,1,0,258,674,261,"1,91",617124,1708455355,64987,1585805158,395546,1859543536,552449,1730059124
240810205070191,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020507,R.A. SUL,2408102026,Ponta Negra,1,0,137,356,26,"2,15",532281,4211377685,55666,4268995247,309751,2352851798,40315,2687040121
240810205080001,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020508,R.A. LESTE,2408102009,Cidade Alta,1,0,347,992,286,"2,54",177106,352249632,189678,353411652,104733,220963543,149007,248442092
240810205080002,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020508,R.A. LESTE,2408102009,Cidade Alta,1,3,NA,NA,NA,NA,NA,NA,NA,NA,27752,5551096,28969,5440986
240810205080003,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020508,R.A. LESTE,2408102009,Cidade Alta,1,1,193,673,349,"2,86",119791,1274091654,132112,1389522737,58027,522353365,107313,914385114
240810205080004,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020508,R.A. LESTE,2408102009,Cidade Alta,1,0,280,716,256,"2,3",246549,723548712,251947,725798731,152199,491466274,201939,551756148
240810205080005,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020508,R.A. LESTE,2408102009,Cidade Alta,1,3,NA,NA,NA,NA,NA,NA,NA,NA,11966,6012073,4228,8598331
240810205080006,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020508,R.A. LESTE,2408102009,Cidade Alta,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
